Benchmark,Reclamation Scheme,Operation,Memory Before (KB),Memory After (KB),Memory Change (KB)
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799729664 KB,0 KB
lockfree_list,none,insert,388799729664 KB,388799987712 KB,258048 KB
lockfree_list,none,insert,388799987712 KB,388799987712 KB,0 KB
lockfree_list,none,insert,388799987712 KB,388799758336 KB,-229376 KB
lockfree_list,none,insert,388799758336 KB,388799070208 KB,-688128 KB
lockfree_list,none,insert,388799070208 KB,388797325312 KB,-1744896 KB
lockfree_list,none,insert,388797325312 KB,388796493824 KB,-831488 KB
lockfree_list,none,insert,388796493824 KB,388796493824 KB,0 KB
lockfree_list,none,insert,388796493824 KB,388796493824 KB,0 KB
lockfree_list,none,insert,388796493824 KB,388796235776 KB,-258048 KB
lockfree_list,none,insert,388796235776 KB,388796493824 KB,258048 KB
lockfree_list,none,insert,388796493824 KB,388795838464 KB,-655360 KB
lockfree_list,none,insert,388795838464 KB,388796096512 KB,258048 KB
lockfree_list,none,insert,388796096512 KB,388799508480 KB,3411968 KB
lockfree_list,none,insert,388799508480 KB,388811186176 KB,11677696 KB
lockfree_list,none,insert,388811186176 KB,388811186176 KB,0 KB
lockfree_list,none,insert,388811186176 KB,388811444224 KB,258048 KB
lockfree_list,none,insert,388811444224 KB,388811444224 KB,0 KB
lockfree_list,none,insert,388811444224 KB,388813778944 KB,2334720 KB
lockfree_list,none,insert,388813778944 KB,388813778944 KB,0 KB
lockfree_list,none,insert,388813778944 KB,388813778944 KB,0 KB
lockfree_list,none,insert,388813778944 KB,388813778944 KB,0 KB
lockfree_list,none,insert,388813778944 KB,388813778944 KB,0 KB
lockfree_list,none,insert,388813778944 KB,388813778944 KB,0 KB
lockfree_list,none,insert,388813778944 KB,388814090240 KB,311296 KB
lockfree_list,none,insert,388814090240 KB,388814090240 KB,0 KB
lockfree_list,none,insert,388814090240 KB,388814090240 KB,0 KB
lockfree_list,none,insert,388814090240 KB,388814864384 KB,774144 KB
lockfree_list,none,insert,388814864384 KB,388814864384 KB,0 KB
lockfree_list,none,insert,388814864384 KB,388816416768 KB,1552384 KB
lockfree_list,none,insert,388816416768 KB,388817244160 KB,827392 KB
lockfree_list,none,insert,388817244160 KB,388817760256 KB,516096 KB
lockfree_list,none,insert,388817760256 KB,388818018304 KB,258048 KB
lockfree_list,none,insert,388818018304 KB,388820176896 KB,2158592 KB
lockfree_list,none,insert,388820176896 KB,388821209088 KB,1032192 KB
lockfree_list,none,insert,388821209088 KB,388821725184 KB,516096 KB
lockfree_list,none,insert,388821725184 KB,388821475328 KB,-249856 KB
lockfree_list,none,insert,388821475328 KB,388821475328 KB,0 KB
lockfree_list,none,insert,388821475328 KB,388821475328 KB,0 KB
lockfree_list,none,insert,388821475328 KB,388821475328 KB,0 KB
lockfree_list,none,insert,388821475328 KB,388821475328 KB,0 KB
lockfree_list,none,insert,388821475328 KB,388821475328 KB,0 KB
lockfree_list,none,insert,388821475328 KB,388821475328 KB,0 KB
lockfree_list,none,insert,388821475328 KB,388822007808 KB,532480 KB
lockfree_list,none,insert,388822007808 KB,388822007808 KB,0 KB
lockfree_list,none,insert,388822007808 KB,388822007808 KB,0 KB
lockfree_list,none,insert,388822007808 KB,388822007808 KB,0 KB
lockfree_list,none,insert,388822007808 KB,388822007808 KB,0 KB
lockfree_list,none,insert,388822007808 KB,388822007808 KB,0 KB
lockfree_list,none,insert,388822007808 KB,388822007808 KB,0 KB
lockfree_list,none,insert,388822007808 KB,388822007808 KB,0 KB
lockfree_list,none,insert,388822007808 KB,388822007808 KB,0 KB
lockfree_list,none,insert,388822007808 KB,388823560192 KB,1552384 KB
lockfree_list,none,insert,388823560192 KB,388823560192 KB,0 KB
lockfree_list,none,insert,388823560192 KB,388824080384 KB,520192 KB
lockfree_list,none,insert,388824080384 KB,388823072768 KB,-1007616 KB
lockfree_list,none,insert,388823072768 KB,388821594112 KB,-1478656 KB
lockfree_list,none,insert,388821594112 KB,388821090304 KB,-503808 KB
lockfree_list,none,insert,388821090304 KB,388821381120 KB,290816 KB
lockfree_list,none,insert,388821381120 KB,388821639168 KB,258048 KB
lockfree_list,none,insert,388821639168 KB,388822671360 KB,1032192 KB
lockfree_list,none,insert,388822671360 KB,388824813568 KB,2142208 KB
lockfree_list,none,insert,388824813568 KB,388826943488 KB,2129920 KB
lockfree_list,none,insert,388826943488 KB,388827717632 KB,774144 KB
lockfree_list,none,insert,388827717632 KB,388827717632 KB,0 KB
lockfree_list,none,insert,388827717632 KB,388828749824 KB,1032192 KB
lockfree_list,none,insert,388828749824 KB,388829523968 KB,774144 KB
lockfree_list,none,insert,388829523968 KB,388830388224 KB,864256 KB
lockfree_list,none,insert,388830388224 KB,388831162368 KB,774144 KB
lockfree_list,none,insert,388831162368 KB,388831694848 KB,532480 KB
lockfree_list,none,insert,388831694848 KB,388831694848 KB,0 KB
lockfree_list,none,insert,388831694848 KB,388831961088 KB,266240 KB
lockfree_list,none,insert,388831961088 KB,388832219136 KB,258048 KB
lockfree_list,none,insert,388832219136 KB,388832477184 KB,258048 KB
lockfree_list,none,insert,388832477184 KB,388832735232 KB,258048 KB
lockfree_list,none,insert,388832735232 KB,388832735232 KB,0 KB
lockfree_list,none,insert,388832735232 KB,388834283520 KB,1548288 KB
lockfree_list,none,insert,388834283520 KB,388835106816 KB,823296 KB
lockfree_list,none,insert,388835106816 KB,388835622912 KB,516096 KB
lockfree_list,none,insert,388835622912 KB,388836044800 KB,421888 KB
lockfree_list,none,insert,388836044800 KB,388836044800 KB,0 KB
lockfree_list,none,insert,388836044800 KB,388836044800 KB,0 KB
lockfree_list,none,insert,388836044800 KB,388836601856 KB,557056 KB
lockfree_list,none,insert,388836601856 KB,388836868096 KB,266240 KB
lockfree_list,none,insert,388836868096 KB,388839063552 KB,2195456 KB
lockfree_list,none,insert,388839063552 KB,388838551552 KB,-512000 KB
lockfree_list,none,insert,388838551552 KB,388838555648 KB,4096 KB
lockfree_list,none,insert,388838555648 KB,388838813696 KB,258048 KB
lockfree_list,none,insert,388838813696 KB,388838813696 KB,0 KB
lockfree_list,none,insert,388838813696 KB,388838813696 KB,0 KB
lockfree_list,none,insert,388838813696 KB,388838555648 KB,-258048 KB
lockfree_list,none,insert,388838555648 KB,388839895040 KB,1339392 KB
lockfree_list,none,insert,388839895040 KB,388841443328 KB,1548288 KB
lockfree_list,none,insert,388841443328 KB,388841701376 KB,258048 KB
lockfree_list,none,insert,388841701376 KB,388841717760 KB,16384 KB
lockfree_list,none,insert,388841717760 KB,388842233856 KB,516096 KB
lockfree_list,none,insert,388842233856 KB,388842491904 KB,258048 KB
lockfree_list,none,insert,388842491904 KB,388842516480 KB,24576 KB
lockfree_list,none,insert,388842516480 KB,388842516480 KB,0 KB
lockfree_list,none,insert,388842516480 KB,388843053056 KB,536576 KB
lockfree_list,none,insert,388843053056 KB,388843069440 KB,16384 KB
lockfree_list,none,insert,388843069440 KB,388843069440 KB,0 KB
lockfree_list,none,insert,388843069440 KB,388843069440 KB,0 KB
lockfree_list,none,insert,388843069440 KB,388844101632 KB,1032192 KB
lockfree_list,none,insert,388844101632 KB,388844875776 KB,774144 KB
lockfree_list,none,insert,388844875776 KB,388845391872 KB,516096 KB
lockfree_list,none,insert,388845391872 KB,388845649920 KB,258048 KB
lockfree_list,none,insert,388845649920 KB,388845649920 KB,0 KB
lockfree_list,none,insert,388845649920 KB,388845391872 KB,-258048 KB
lockfree_list,none,insert,388845391872 KB,388845391872 KB,0 KB
lockfree_list,none,insert,388845391872 KB,388845146112 KB,-245760 KB
lockfree_list,none,insert,388845146112 KB,388845146112 KB,0 KB
lockfree_list,none,insert,388845146112 KB,388845146112 KB,0 KB
lockfree_list,none,insert,388845146112 KB,388845146112 KB,0 KB
lockfree_list,none,insert,388845146112 KB,388846694400 KB,1548288 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834729984 KB,0 KB
lockfree_list,none,remove,388834729984 KB,388834791424 KB,61440 KB
lockfree_list,none,remove,388834791424 KB,388834791424 KB,0 KB
lockfree_list,none,remove,388834791424 KB,388834791424 KB,0 KB
lockfree_list,none,remove,388834791424 KB,388834553856 KB,-237568 KB
lockfree_list,none,remove,388834553856 KB,388834553856 KB,0 KB
lockfree_list,none,remove,388834086912 KB,388834086912 KB,0 KB
lockfree_list,none,remove,388834086912 KB,388834103296 KB,16384 KB
lockfree_list,none,remove,388834103296 KB,388834103296 KB,0 KB
lockfree_list,none,remove,388834103296 KB,388834119680 KB,16384 KB
lockfree_list,none,remove,388834119680 KB,388833955840 KB,-163840 KB
lockfree_list,none,remove,388833955840 KB,388833955840 KB,0 KB
lockfree_list,none,remove,388833955840 KB,388833955840 KB,0 KB
lockfree_list,none,remove,388833955840 KB,388833710080 KB,-245760 KB
lockfree_list,none,remove,388833710080 KB,388833710080 KB,0 KB
lockfree_list,none,remove,388833710080 KB,388836544512 KB,2834432 KB
lockfree_list,none,remove,388836544512 KB,388838113280 KB,1568768 KB
lockfree_list,none,remove,388838113280 KB,388847149056 KB,9035776 KB
lockfree_list,none,remove,388847149056 KB,388847149056 KB,0 KB
lockfree_list,none,remove,388847149056 KB,388847149056 KB,0 KB
lockfree_list,none,remove,388847149056 KB,388847149056 KB,0 KB
lockfree_list,none,remove,388847149056 KB,388847149056 KB,0 KB
lockfree_list,none,remove,388847149056 KB,388847149056 KB,0 KB
lockfree_list,none,remove,388847149056 KB,388847149056 KB,0 KB
lockfree_list,none,remove,388847149056 KB,388847149056 KB,0 KB
lockfree_list,none,remove,388847149056 KB,388847149056 KB,0 KB
lockfree_list,none,remove,388847149056 KB,388847149056 KB,0 KB
lockfree_list,none,remove,388847149056 KB,388847149056 KB,0 KB
lockfree_list,none,remove,388847149056 KB,388847149056 KB,0 KB
lockfree_list,none,remove,388847149056 KB,388847149056 KB,0 KB
lockfree_list,none,remove,388847149056 KB,388847427584 KB,278528 KB
lockfree_list,none,remove,388847427584 KB,388847689728 KB,262144 KB
lockfree_list,none,remove,388847689728 KB,388848205824 KB,516096 KB
lockfree_list,none,remove,388848205824 KB,388848205824 KB,0 KB
lockfree_list,none,remove,388848205824 KB,388848205824 KB,0 KB
lockfree_list,none,remove,388848205824 KB,388848205824 KB,0 KB
lockfree_list,none,remove,388848205824 KB,388848205824 KB,0 KB
lockfree_list,none,remove,388848205824 KB,388848205824 KB,0 KB
lockfree_list,none,remove,388848205824 KB,388848205824 KB,0 KB
lockfree_list,none,remove,388848205824 KB,388848205824 KB,0 KB
lockfree_list,none,remove,388848205824 KB,388848205824 KB,0 KB
lockfree_list,none,remove,388848205824 KB,388848205824 KB,0 KB
lockfree_list,none,remove,388848205824 KB,388848205824 KB,0 KB
lockfree_list,none,remove,388848205824 KB,388848205824 KB,0 KB
lockfree_list,none,remove,388848205824 KB,388848205824 KB,0 KB
lockfree_list,none,remove,388848205824 KB,388848463872 KB,258048 KB
lockfree_list,none,remove,388848463872 KB,388848463872 KB,0 KB
lockfree_list,none,remove,388848463872 KB,388848832512 KB,368640 KB
lockfree_list,none,remove,388848832512 KB,388848832512 KB,0 KB
lockfree_list,none,remove,388848832512 KB,388849090560 KB,258048 KB
lockfree_list,none,remove,388849090560 KB,388849090560 KB,0 KB
lockfree_list,none,remove,388849090560 KB,388850475008 KB,1384448 KB
lockfree_list,none,remove,388850475008 KB,388850597888 KB,122880 KB
lockfree_list,none,remove,388850597888 KB,388850597888 KB,0 KB
lockfree_list,none,remove,388850597888 KB,388850597888 KB,0 KB
lockfree_list,none,remove,388850597888 KB,388850597888 KB,0 KB
lockfree_list,none,remove,388850597888 KB,388850597888 KB,0 KB
lockfree_list,none,remove,388850597888 KB,388850597888 KB,0 KB
lockfree_list,none,remove,388850597888 KB,388850597888 KB,0 KB
lockfree_list,none,remove,388850597888 KB,388850597888 KB,0 KB
lockfree_list,none,remove,388850597888 KB,388850352128 KB,-245760 KB
lockfree_list,none,remove,388850352128 KB,388850352128 KB,0 KB
lockfree_list,none,remove,388850352128 KB,388850610176 KB,258048 KB
lockfree_list,none,remove,388850610176 KB,388850364416 KB,-245760 KB
lockfree_list,none,remove,388850364416 KB,388850364416 KB,0 KB
lockfree_list,none,remove,388850364416 KB,388850364416 KB,0 KB
lockfree_list,none,remove,388850364416 KB,388850364416 KB,0 KB
lockfree_list,none,remove,388850364416 KB,388850364416 KB,0 KB
lockfree_list,none,remove,388850364416 KB,388850364416 KB,0 KB
lockfree_list,none,remove,388850364416 KB,388850364416 KB,0 KB
lockfree_list,none,remove,388850364416 KB,388850364416 KB,0 KB
lockfree_list,none,remove,388850364416 KB,388851138560 KB,774144 KB
lockfree_list,none,remove,388851138560 KB,388851396608 KB,258048 KB
lockfree_list,none,remove,388851396608 KB,388852170752 KB,774144 KB
lockfree_list,none,remove,388852170752 KB,388852170752 KB,0 KB
lockfree_list,none,remove,388852170752 KB,388852170752 KB,0 KB
lockfree_list,none,remove,388852170752 KB,388852170752 KB,0 KB
lockfree_list,none,remove,388852170752 KB,388852170752 KB,0 KB
lockfree_list,none,remove,388852170752 KB,388852428800 KB,258048 KB
lockfree_list,none,remove,388852428800 KB,388852428800 KB,0 KB
lockfree_list,none,remove,388852428800 KB,388852428800 KB,0 KB
lockfree_list,none,remove,388852428800 KB,388853223424 KB,794624 KB
lockfree_list,none,remove,388853223424 KB,388853223424 KB,0 KB
lockfree_list,none,remove,388853223424 KB,388853223424 KB,0 KB
lockfree_list,none,remove,388853223424 KB,388853223424 KB,0 KB
lockfree_list,none,remove,388853223424 KB,388853223424 KB,0 KB
lockfree_list,none,remove,388853223424 KB,388853481472 KB,258048 KB
lockfree_list,none,remove,388853481472 KB,388853997568 KB,516096 KB
lockfree_list,none,remove,388853997568 KB,388854513664 KB,516096 KB
lockfree_list,none,remove,388854513664 KB,388855029760 KB,516096 KB
lockfree_list,none,remove,388855029760 KB,388855029760 KB,0 KB
lockfree_list,none,remove,388855029760 KB,388855029760 KB,0 KB
lockfree_list,none,remove,388855029760 KB,388855029760 KB,0 KB
lockfree_list,none,remove,388855029760 KB,388855308288 KB,278528 KB
lockfree_list,none,remove,388855308288 KB,388855308288 KB,0 KB
lockfree_list,none,remove,388855308288 KB,388855062528 KB,-245760 KB
lockfree_list,none,remove,388855062528 KB,388855062528 KB,0 KB
lockfree_list,none,remove,388855062528 KB,388854804480 KB,-258048 KB
lockfree_list,none,remove,388854804480 KB,388855320576 KB,516096 KB
lockfree_list,none,remove,388855320576 KB,388856094720 KB,774144 KB
lockfree_list,none,remove,388856094720 KB,388856868864 KB,774144 KB
lockfree_list,none,remove,388856868864 KB,388858159104 KB,1290240 KB
lockfree_list,none,remove,388858159104 KB,388859854848 KB,1695744 KB
lockfree_list,none,remove,388859854848 KB,388860112896 KB,258048 KB
lockfree_list,none,remove,388860112896 KB,388860112896 KB,0 KB
lockfree_list,none,remove,388860112896 KB,388860628992 KB,516096 KB
lockfree_list,none,remove,388860628992 KB,388860628992 KB,0 KB
lockfree_list,none,remove,388860628992 KB,388860628992 KB,0 KB
lockfree_list,none,remove,388860628992 KB,388860628992 KB,0 KB
lockfree_list,none,remove,388860628992 KB,388860628992 KB,0 KB
lockfree_list,none,remove,388860628992 KB,388860370944 KB,-258048 KB
lockfree_list,none,remove,388860370944 KB,388860628992 KB,258048 KB
lockfree_list,none,remove,388860628992 KB,388861661184 KB,1032192 KB
lockfree_list,none,remove,388861661184 KB,388862976000 KB,1314816 KB
lockfree_list,none,remove,388862976000 KB,388863234048 KB,258048 KB
lockfree_list,none,remove,388863234048 KB,388862976000 KB,-258048 KB
lockfree_list,none,remove,388862976000 KB,388862730240 KB,-245760 KB
lockfree_list,none,remove,388862730240 KB,388863008768 KB,278528 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854185984 KB,0 KB
lockfree_list,ref_counting,insert,388854185984 KB,388854190080 KB,4096 KB
lockfree_list,ref_counting,insert,388854190080 KB,388854226944 KB,36864 KB
lockfree_list,ref_counting,insert,388854226944 KB,388854226944 KB,0 KB
lockfree_list,ref_counting,insert,388854226944 KB,388854226944 KB,0 KB
lockfree_list,ref_counting,insert,388854226944 KB,388854226944 KB,0 KB
lockfree_list,ref_counting,insert,388854226944 KB,388854226944 KB,0 KB
lockfree_list,ref_counting,insert,388854226944 KB,388854800384 KB,573440 KB
lockfree_list,ref_counting,insert,388854800384 KB,388855070720 KB,270336 KB
lockfree_list,ref_counting,insert,388855070720 KB,388857839616 KB,2768896 KB
lockfree_list,ref_counting,insert,388857839616 KB,388862976000 KB,5136384 KB
lockfree_list,ref_counting,insert,388862976000 KB,388862976000 KB,0 KB
lockfree_list,ref_counting,insert,388862976000 KB,388863795200 KB,819200 KB
lockfree_list,ref_counting,insert,388863795200 KB,388863795200 KB,0 KB
lockfree_list,ref_counting,insert,388863795200 KB,388863795200 KB,0 KB
lockfree_list,ref_counting,insert,388863795200 KB,388863795200 KB,0 KB
lockfree_list,ref_counting,insert,388863795200 KB,388863795200 KB,0 KB
lockfree_list,ref_counting,insert,388863795200 KB,388863795200 KB,0 KB
lockfree_list,ref_counting,insert,388863795200 KB,388863795200 KB,0 KB
lockfree_list,ref_counting,insert,388863795200 KB,388864053248 KB,258048 KB
lockfree_list,ref_counting,insert,388864053248 KB,388864569344 KB,516096 KB
lockfree_list,ref_counting,insert,388864569344 KB,388865085440 KB,516096 KB
lockfree_list,ref_counting,insert,388865085440 KB,388865343488 KB,258048 KB
lockfree_list,ref_counting,insert,388865343488 KB,388865601536 KB,258048 KB
lockfree_list,ref_counting,insert,388865601536 KB,388865601536 KB,0 KB
lockfree_list,ref_counting,insert,388865601536 KB,388865601536 KB,0 KB
lockfree_list,ref_counting,insert,388865601536 KB,388865601536 KB,0 KB
lockfree_list,ref_counting,insert,388865601536 KB,388865601536 KB,0 KB
lockfree_list,ref_counting,insert,388865601536 KB,388865601536 KB,0 KB
lockfree_list,ref_counting,insert,388865601536 KB,388865859584 KB,258048 KB
lockfree_list,ref_counting,insert,388865859584 KB,388865859584 KB,0 KB
lockfree_list,ref_counting,insert,388865859584 KB,388871819264 KB,5959680 KB
lockfree_list,ref_counting,insert,388871819264 KB,388871819264 KB,0 KB
lockfree_list,ref_counting,insert,388871819264 KB,388871819264 KB,0 KB
lockfree_list,ref_counting,insert,388871819264 KB,388871831552 KB,12288 KB
lockfree_list,ref_counting,insert,388871831552 KB,388871831552 KB,0 KB
lockfree_list,ref_counting,insert,388871831552 KB,388871831552 KB,0 KB
lockfree_list,ref_counting,insert,388871831552 KB,388871831552 KB,0 KB
lockfree_list,ref_counting,insert,388871831552 KB,388871831552 KB,0 KB
lockfree_list,ref_counting,insert,388871831552 KB,388871831552 KB,0 KB
lockfree_list,ref_counting,insert,388871831552 KB,388871831552 KB,0 KB
lockfree_list,ref_counting,insert,388871831552 KB,388871831552 KB,0 KB
lockfree_list,ref_counting,insert,388871831552 KB,388872110080 KB,278528 KB
lockfree_list,ref_counting,insert,388872110080 KB,388872110080 KB,0 KB
lockfree_list,ref_counting,insert,388872110080 KB,388872110080 KB,0 KB
