Benchmark,Reclamation Scheme,Operation,Memory Before (KB),Memory After (KB),Memory Free Change (KB)
lockfree_queue,seize,dequeue,2639560704 KB,2639560704 KB,0 KB
lockfree_queue,seize,dequeue,2640216064 KB,2640216064 KB,0 KB
lockfree_queue,seize,dequeue,2640216064 KB,2640216064 KB,0 KB
lockfree_queue,seize,dequeue,2640216064 KB,2640216064 KB,0 KB
lockfree_queue,seize,dequeue,2640216064 KB,2640216064 KB,0 KB
lockfree_queue,seize,dequeue,2640216064 KB,2640216064 KB,0 KB
lockfree_queue,seize,dequeue,2640216064 KB,2640216064 KB,0 KB
lockfree_queue,seize,dequeue,2640216064 KB,2640867328 KB,651264 KB
lockfree_queue,seize,dequeue,2640932864 KB,2640932864 KB,0 KB
lockfree_queue,seize,dequeue,2641780736 KB,2641780736 KB,0 KB
lockfree_queue,seize,dequeue,2641780736 KB,2641780736 KB,0 KB
lockfree_queue,seize,dequeue,2641780736 KB,2641780736 KB,0 KB
lockfree_queue,seize,dequeue,2641780736 KB,2641780736 KB,0 KB
lockfree_queue,seize,dequeue,2641780736 KB,2641780736 KB,0 KB
lockfree_queue,seize,dequeue,2641780736 KB,2641780736 KB,0 KB
lockfree_queue,seize,dequeue,2642436096 KB,2642436096 KB,0 KB
lockfree_queue,seize,dequeue,2642436096 KB,2642436096 KB,0 KB
lockfree_queue,seize,dequeue,2642436096 KB,2642436096 KB,0 KB
lockfree_queue,seize,dequeue,2642436096 KB,2642436096 KB,0 KB
lockfree_queue,seize,dequeue,2642436096 KB,2642436096 KB,0 KB
lockfree_queue,seize,dequeue,2642436096 KB,2642436096 KB,0 KB
lockfree_queue,seize,dequeue,2642436096 KB,2642436096 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624782336 KB,2623246336 KB,-1536000 KB
lockfree_queue,crossbeam,enqueue,2623619072 KB,2623619072 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624049152 KB,2624049152 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624049152 KB,2624049152 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624049152 KB,2624049152 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624049152 KB,2624700416 KB,651264 KB
lockfree_queue,crossbeam,enqueue,2623864832 KB,2623864832 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623864832 KB,2623864832 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623864832 KB,2623647744 KB,-217088 KB
lockfree_queue,crossbeam,enqueue,2620014592 KB,2617733120 KB,-2281472 KB
lockfree_queue,crossbeam,enqueue,2615439360 KB,2615250944 KB,-188416 KB
lockfree_queue,crossbeam,enqueue,2615250944 KB,2615250944 KB,0 KB
lockfree_queue,crossbeam,enqueue,2615250944 KB,2615250944 KB,0 KB
lockfree_queue,crossbeam,enqueue,2615250944 KB,2615250944 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616500224 KB,2616500224 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616500224 KB,2617376768 KB,876544 KB
lockfree_queue,crossbeam,enqueue,2617376768 KB,2617376768 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617376768 KB,2617376768 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617376768 KB,2617376768 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617376768 KB,2617376768 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617376768 KB,2617376768 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617376768 KB,2617376768 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617376768 KB,2618028032 KB,651264 KB
lockfree_queue,crossbeam,enqueue,2618028032 KB,2618028032 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618028032 KB,2618028032 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618028032 KB,2618028032 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618028032 KB,2618028032 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618028032 KB,2618028032 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618028032 KB,2618114048 KB,86016 KB
lockfree_queue,crossbeam,enqueue,2618114048 KB,2618114048 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618114048 KB,2618114048 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618757120 KB,2618757120 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618707968 KB,2618707968 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618728448 KB,2618728448 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618728448 KB,2618728448 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618728448 KB,2618728448 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618728448 KB,2618728448 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618728448 KB,2618728448 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618728448 KB,2618728448 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619367424 KB,2619367424 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619371520 KB,2619371520 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619371520 KB,2619371520 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619371520 KB,2619371520 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619637760 KB,2619637760 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619637760 KB,2629451776 KB,9814016 KB
lockfree_queue,crossbeam,enqueue,2629451776 KB,2629451776 KB,0 KB
lockfree_queue,crossbeam,enqueue,2629451776 KB,2629451776 KB,0 KB
lockfree_queue,crossbeam,enqueue,2629451776 KB,2630103040 KB,651264 KB
lockfree_queue,crossbeam,enqueue,2630103040 KB,2630103040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630103040 KB,2630103040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630103040 KB,2630103040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630103040 KB,2630103040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630103040 KB,2630103040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630103040 KB,2630103040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630103040 KB,2630103040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630103040 KB,2630103040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630754304 KB,2630754304 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630754304 KB,2630754304 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630754304 KB,2630754304 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630754304 KB,2630754304 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630754304 KB,2630754304 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630754304 KB,2630754304 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630754304 KB,2630754304 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630754304 KB,2630754304 KB,0 KB
lockfree_queue,crossbeam,enqueue,2630754304 KB,2631405568 KB,651264 KB
lockfree_queue,crossbeam,enqueue,2631405568 KB,2631405568 KB,0 KB
lockfree_queue,crossbeam,enqueue,2631405568 KB,2631405568 KB,0 KB
lockfree_queue,crossbeam,enqueue,2631405568 KB,2631405568 KB,0 KB
lockfree_queue,crossbeam,enqueue,2631405568 KB,2631405568 KB,0 KB
lockfree_queue,crossbeam,enqueue,2631405568 KB,2631405568 KB,0 KB
lockfree_queue,crossbeam,enqueue,2631405568 KB,2631405568 KB,0 KB
lockfree_queue,crossbeam,enqueue,2631405568 KB,2631405568 KB,0 KB
lockfree_queue,crossbeam,enqueue,2631405568 KB,2631405568 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632056832 KB,2632056832 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632056832 KB,2632056832 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632056832 KB,2632056832 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632056832 KB,2632056832 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632056832 KB,2632056832 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632056832 KB,2632056832 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632056832 KB,2632056832 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632056832 KB,2632056832 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632052736 KB,2632699904 KB,647168 KB
lockfree_queue,crossbeam,enqueue,2632699904 KB,2632699904 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632699904 KB,2632699904 KB,0 KB
lockfree_queue,crossbeam,enqueue,2634285056 KB,2634285056 KB,0 KB
lockfree_queue,crossbeam,enqueue,2634285056 KB,2634350592 KB,65536 KB
lockfree_queue,crossbeam,enqueue,2635010048 KB,2635206656 KB,196608 KB
lockfree_queue,crossbeam,enqueue,2635206656 KB,2635206656 KB,0 KB
lockfree_queue,crossbeam,enqueue,2635206656 KB,2635206656 KB,0 KB
lockfree_queue,crossbeam,enqueue,2635206656 KB,2635206656 KB,0 KB
lockfree_queue,crossbeam,enqueue,2635857920 KB,2635857920 KB,0 KB
lockfree_queue,crossbeam,enqueue,2635857920 KB,2635857920 KB,0 KB
lockfree_queue,crossbeam,enqueue,2635857920 KB,2635857920 KB,0 KB
lockfree_queue,crossbeam,enqueue,2635857920 KB,2635857920 KB,0 KB
lockfree_queue,crossbeam,enqueue,2635857920 KB,2635857920 KB,0 KB
lockfree_queue,crossbeam,enqueue,2635857920 KB,2635857920 KB,0 KB
lockfree_queue,crossbeam,enqueue,2635857920 KB,2635857920 KB,0 KB
lockfree_queue,crossbeam,enqueue,2635857920 KB,2635857920 KB,0 KB
lockfree_queue,crossbeam,enqueue,2635857920 KB,2636509184 KB,651264 KB
lockfree_queue,crossbeam,enqueue,2636509184 KB,2636509184 KB,0 KB
lockfree_queue,crossbeam,enqueue,2636509184 KB,2636509184 KB,0 KB
lockfree_queue,crossbeam,enqueue,2636509184 KB,2636509184 KB,0 KB
lockfree_queue,crossbeam,enqueue,2636509184 KB,2636509184 KB,0 KB
lockfree_queue,crossbeam,enqueue,2636509184 KB,2636509184 KB,0 KB
lockfree_queue,crossbeam,enqueue,2636509184 KB,2636509184 KB,0 KB
lockfree_queue,crossbeam,enqueue,2636509184 KB,2636509184 KB,0 KB
lockfree_queue,crossbeam,enqueue,2636505088 KB,2636505088 KB,0 KB
lockfree_queue,crossbeam,enqueue,2637156352 KB,2637156352 KB,0 KB
lockfree_queue,crossbeam,enqueue,2637156352 KB,2637156352 KB,0 KB
lockfree_queue,crossbeam,enqueue,2637156352 KB,2637156352 KB,0 KB
lockfree_queue,crossbeam,enqueue,2637156352 KB,2637156352 KB,0 KB
lockfree_queue,crossbeam,enqueue,2637156352 KB,2637156352 KB,0 KB
lockfree_queue,crossbeam,enqueue,2637156352 KB,2637156352 KB,0 KB
lockfree_queue,crossbeam,enqueue,2637156352 KB,2637156352 KB,0 KB
lockfree_queue,crossbeam,enqueue,2637156352 KB,2637156352 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624393216 KB,2625179648 KB,786432 KB
lockfree_queue,crossbeam,enqueue,2625179648 KB,2625179648 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625179648 KB,2625179648 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625179648 KB,2625179648 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625179648 KB,2625179648 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625179648 KB,2625179648 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625179648 KB,2625179648 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625179648 KB,2625994752 KB,815104 KB
lockfree_queue,crossbeam,enqueue,2608123904 KB,2599997440 KB,-8126464 KB
lockfree_queue,crossbeam,enqueue,2598936576 KB,2603978752 KB,5042176 KB
lockfree_queue,crossbeam,enqueue,2604941312 KB,2621222912 KB,16281600 KB
lockfree_queue,crossbeam,enqueue,2628272128 KB,2605301760 KB,-22970368 KB
lockfree_queue,crossbeam,enqueue,2604920832 KB,2604363776 KB,-557056 KB
lockfree_queue,crossbeam,enqueue,2610601984 KB,2624122880 KB,13520896 KB
lockfree_queue,crossbeam,enqueue,2630959104 KB,2622689280 KB,-8269824 KB
lockfree_queue,crossbeam,enqueue,2613215232 KB,2612613120 KB,-602112 KB
lockfree_queue,crossbeam,enqueue,2612256768 KB,2611666944 KB,-589824 KB
lockfree_queue,crossbeam,enqueue,2611126272 KB,2623672320 KB,12546048 KB
lockfree_queue,crossbeam,enqueue,2631331840 KB,2631987200 KB,655360 KB
lockfree_queue,crossbeam,enqueue,2631987200 KB,2631987200 KB,0 KB
lockfree_queue,crossbeam,enqueue,2631987200 KB,2631987200 KB,0 KB
lockfree_queue,crossbeam,enqueue,2631790592 KB,2614173696 KB,-17616896 KB
lockfree_queue,crossbeam,enqueue,2614173696 KB,2614173696 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614173696 KB,2614501376 KB,327680 KB
lockfree_queue,crossbeam,enqueue,2615095296 KB,2619998208 KB,4902912 KB
lockfree_queue,crossbeam,enqueue,2622169088 KB,2622164992 KB,-4096 KB
lockfree_queue,crossbeam,enqueue,2622164992 KB,2622164992 KB,0 KB
lockfree_queue,crossbeam,enqueue,2622816256 KB,2622746624 KB,-69632 KB
lockfree_queue,crossbeam,enqueue,2622746624 KB,2622746624 KB,0 KB
lockfree_queue,crossbeam,enqueue,2622746624 KB,2622746624 KB,0 KB
lockfree_queue,crossbeam,enqueue,2622746624 KB,2622746624 KB,0 KB
lockfree_queue,crossbeam,enqueue,2622746624 KB,2622644224 KB,-102400 KB
lockfree_queue,crossbeam,enqueue,2622644224 KB,2622742528 KB,98304 KB
lockfree_queue,crossbeam,enqueue,2622742528 KB,2622742528 KB,0 KB
lockfree_queue,crossbeam,enqueue,2622742528 KB,2622742528 KB,0 KB
lockfree_queue,crossbeam,enqueue,2622742528 KB,2623393792 KB,651264 KB
lockfree_queue,crossbeam,enqueue,2623393792 KB,2623393792 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623393792 KB,2623393792 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623393792 KB,2623393792 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623393792 KB,2623393792 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623393792 KB,2623393792 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623393792 KB,2623393792 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623393792 KB,2623393792 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623393792 KB,2623111168 KB,-282624 KB
lockfree_queue,crossbeam,enqueue,2624421888 KB,2624073728 KB,-348160 KB
lockfree_queue,crossbeam,enqueue,2624270336 KB,2624557056 KB,286720 KB
lockfree_queue,crossbeam,enqueue,2624557056 KB,2624557056 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624618496 KB,2624925696 KB,307200 KB
lockfree_queue,crossbeam,enqueue,2624925696 KB,2624925696 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624925696 KB,2624925696 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624925696 KB,2624925696 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624925696 KB,2624925696 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624925696 KB,2621038592 KB,-3887104 KB
lockfree_queue,crossbeam,enqueue,2622439424 KB,2617827328 KB,-4612096 KB
lockfree_queue,crossbeam,enqueue,2622812160 KB,2619846656 KB,-2965504 KB
lockfree_queue,crossbeam,enqueue,2618716160 KB,2622521344 KB,3805184 KB
lockfree_queue,crossbeam,enqueue,2618097664 KB,2625118208 KB,7020544 KB
lockfree_queue,crossbeam,enqueue,2625118208 KB,2625118208 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625118208 KB,2625118208 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625118208 KB,2625118208 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625118208 KB,2625118208 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625769472 KB,2625142784 KB,-626688 KB
lockfree_queue,crossbeam,enqueue,2625142784 KB,2625142784 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625142784 KB,2625142784 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625142784 KB,2625142784 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625073152 KB,2625073152 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625073152 KB,2624757760 KB,-315392 KB
lockfree_queue,crossbeam,enqueue,2624757760 KB,2624757760 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624790528 KB,2624790528 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624790528 KB,2625298432 KB,507904 KB
lockfree_queue,crossbeam,enqueue,2623836160 KB,2623836160 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623836160 KB,2623836160 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623836160 KB,2623836160 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623836160 KB,2623836160 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623836160 KB,2623836160 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623836160 KB,2623836160 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623836160 KB,2623836160 KB,0 KB
lockfree_queue,crossbeam,enqueue,2623836160 KB,2623836160 KB,0 KB
lockfree_queue,crossbeam,enqueue,2624434176 KB,2623250432 KB,-1183744 KB
lockfree_queue,crossbeam,enqueue,2623250432 KB,2623250432 KB,0 KB
lockfree_queue,crossbeam,enqueue,2621853696 KB,2621509632 KB,-344064 KB
lockfree_queue,crossbeam,enqueue,2619543552 KB,2616791040 KB,-2752512 KB
lockfree_queue,crossbeam,enqueue,2614181888 KB,2613202944 KB,-978944 KB
lockfree_queue,crossbeam,enqueue,2613202944 KB,2613202944 KB,0 KB
lockfree_queue,crossbeam,enqueue,2613202944 KB,2613202944 KB,0 KB
lockfree_queue,crossbeam,enqueue,2613219328 KB,2613219328 KB,0 KB
lockfree_queue,crossbeam,enqueue,2613215232 KB,2613866496 KB,651264 KB
lockfree_queue,crossbeam,enqueue,2613891072 KB,2613891072 KB,0 KB
lockfree_queue,crossbeam,enqueue,2613891072 KB,2613911552 KB,20480 KB
lockfree_queue,crossbeam,enqueue,2613911552 KB,2613911552 KB,0 KB
lockfree_queue,crossbeam,enqueue,2613911552 KB,2614009856 KB,98304 KB
lockfree_queue,crossbeam,enqueue,2614009856 KB,2614009856 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614009856 KB,2614009856 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614009856 KB,2614009856 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614009856 KB,2614009856 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614657024 KB,2614657024 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614657024 KB,2614657024 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614657024 KB,2614657024 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614657024 KB,2614657024 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614657024 KB,2614657024 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614657024 KB,2614657024 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614657024 KB,2614657024 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614657024 KB,2614657024 KB,0 KB
lockfree_queue,crossbeam,enqueue,2614657024 KB,2615308288 KB,651264 KB
lockfree_queue,crossbeam,enqueue,2615308288 KB,2615308288 KB,0 KB
lockfree_queue,crossbeam,enqueue,2615308288 KB,2615308288 KB,0 KB
lockfree_queue,crossbeam,enqueue,2615308288 KB,2615308288 KB,0 KB
lockfree_queue,crossbeam,enqueue,2615308288 KB,2615308288 KB,0 KB
lockfree_queue,crossbeam,enqueue,2615500800 KB,2615500800 KB,0 KB
lockfree_queue,crossbeam,enqueue,2615500800 KB,2615500800 KB,0 KB
lockfree_queue,crossbeam,enqueue,2615500800 KB,2615500800 KB,0 KB
lockfree_queue,crossbeam,enqueue,2615500800 KB,2615500800 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616152064 KB,2616152064 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616152064 KB,2616152064 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616152064 KB,2616152064 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616152064 KB,2616152064 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616152064 KB,2616152064 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616152064 KB,2616152064 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616152064 KB,2616152064 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616152064 KB,2616152064 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616152064 KB,2616803328 KB,651264 KB
lockfree_queue,crossbeam,enqueue,2616803328 KB,2616803328 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616803328 KB,2616803328 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616803328 KB,2616803328 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616803328 KB,2616803328 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616803328 KB,2616803328 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616803328 KB,2616803328 KB,0 KB
lockfree_queue,crossbeam,enqueue,2616803328 KB,2616987648 KB,184320 KB
lockfree_queue,crossbeam,enqueue,2616987648 KB,2616987648 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617638912 KB,2617638912 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617638912 KB,2617638912 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617638912 KB,2617638912 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617638912 KB,2617638912 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617638912 KB,2617700352 KB,61440 KB
lockfree_queue,crossbeam,enqueue,2617708544 KB,2617708544 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617708544 KB,2617708544 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617708544 KB,2617708544 KB,0 KB
lockfree_queue,crossbeam,enqueue,2617708544 KB,2618605568 KB,897024 KB
lockfree_queue,crossbeam,enqueue,2618605568 KB,2618605568 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618605568 KB,2618605568 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618605568 KB,2618605568 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618605568 KB,2618630144 KB,24576 KB
lockfree_queue,crossbeam,enqueue,2618695680 KB,2618695680 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618695680 KB,2618695680 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618695680 KB,2618695680 KB,0 KB
lockfree_queue,crossbeam,enqueue,2618695680 KB,2618695680 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619211776 KB,2619211776 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619260928 KB,2619314176 KB,53248 KB
lockfree_queue,crossbeam,enqueue,2619326464 KB,2619326464 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619326464 KB,2619326464 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619326464 KB,2619326464 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619322368 KB,2619322368 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619322368 KB,2619322368 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619322368 KB,2619322368 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619920384 KB,2619920384 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619920384 KB,2619920384 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619920384 KB,2619969536 KB,49152 KB
lockfree_queue,crossbeam,enqueue,2619944960 KB,2619944960 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619944960 KB,2619944960 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619944960 KB,2619944960 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619944960 KB,2619944960 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619944960 KB,2619944960 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619944960 KB,2620375040 KB,430080 KB
lockfree_queue,crossbeam,enqueue,2620375040 KB,2620375040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2620375040 KB,2620375040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2620375040 KB,2620375040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2620375040 KB,2620375040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2620375040 KB,2620375040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2620375040 KB,2620375040 KB,0 KB
lockfree_queue,crossbeam,enqueue,2622681088 KB,2625060864 KB,2379776 KB
lockfree_queue,crossbeam,enqueue,2625060864 KB,2625060864 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625712128 KB,2625712128 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625712128 KB,2625712128 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625748992 KB,2625748992 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625748992 KB,2625748992 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625748992 KB,2625748992 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625748992 KB,2625748992 KB,0 KB
lockfree_queue,crossbeam,enqueue,2625748992 KB,2626281472 KB,532480 KB
lockfree_queue,crossbeam,enqueue,2626281472 KB,2626281472 KB,0 KB
lockfree_queue,crossbeam,enqueue,2626281472 KB,2626928640 KB,647168 KB
lockfree_queue,crossbeam,enqueue,2626928640 KB,2626928640 KB,0 KB
lockfree_queue,crossbeam,enqueue,2626928640 KB,2626928640 KB,0 KB
lockfree_queue,crossbeam,enqueue,2626928640 KB,2626928640 KB,0 KB
lockfree_queue,crossbeam,enqueue,2626920448 KB,2626920448 KB,0 KB
lockfree_queue,crossbeam,enqueue,2626920448 KB,2626920448 KB,0 KB
lockfree_queue,crossbeam,enqueue,2626928640 KB,2626928640 KB,0 KB
lockfree_queue,crossbeam,enqueue,2627313664 KB,2626650112 KB,-663552 KB
lockfree_queue,crossbeam,enqueue,2626826240 KB,2626772992 KB,-53248 KB
lockfree_queue,crossbeam,enqueue,2627284992 KB,2626240512 KB,-1044480 KB
lockfree_queue,crossbeam,enqueue,2621091840 KB,2619244544 KB,-1847296 KB
lockfree_queue,crossbeam,enqueue,2619244544 KB,2619371520 KB,126976 KB
lockfree_queue,crossbeam,enqueue,2619371520 KB,2619367424 KB,-4096 KB
lockfree_queue,crossbeam,enqueue,2619359232 KB,2619359232 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619342848 KB,2619351040 KB,8192 KB
lockfree_queue,crossbeam,enqueue,2619281408 KB,2619281408 KB,0 KB
lockfree_queue,crossbeam,enqueue,2619281408 KB,2619535360 KB,253952 KB
lockfree_queue,crossbeam,enqueue,2619535360 KB,2620178432 KB,643072 KB
lockfree_queue,crossbeam,enqueue,2636009472 KB,2636009472 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632626176 KB,2632982528 KB,356352 KB
lockfree_queue,crossbeam,enqueue,2632982528 KB,2632982528 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632998912 KB,2632998912 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632998912 KB,2632998912 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632998912 KB,2632998912 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632998912 KB,2632998912 KB,0 KB
lockfree_queue,crossbeam,enqueue,2632998912 KB,2632998912 KB,0 KB
lockfree_queue,crossbeam,enqueue,2633650176 KB,2633650176 KB,0 KB
lockfree_queue,crossbeam,enqueue,2633650176 KB,2633650176 KB,0 KB
lockfree_queue,crossbeam,enqueue,2633650176 KB,2633650176 KB,0 KB
lockfree_queue,crossbeam,enqueue,2633646080 KB,2635382784 KB,1736704 KB
lockfree_queue,crossbeam,enqueue,2656813056 KB,2656813056 KB,0 KB
